"BG";"parliamentary republic"
"BF";"presidential republic"
"BI";"presidential republic"
"CV";"parliamentary republic"
"KH";"parliamentary constitutional monarchy"
"CM";"presidential republic"
"CA";"federal parliamentary democracy (Parliament of Canada) under a constitutional monarchy; a Commonwealth realm"
"KY";"parliamentary democracy (Legislative Assembly); self-governing overseas territory of the UK"
"CF";"presidential republic"
"TD";"presidential republic"
"CL";"presidential republic"
"CN";"communist party-led state"
"CX";"non-self-governing overseas territory of Australia"
"CC";"non-self-governing overseas territory of Australia"
"CO";"presidential republic"
"KM";"federal presidential republic"
"CD";"semi-presidential republic"
"CG";"presidential republic"
"CK";"self-governing parliamentary democracy (Parliament of the Cook Islands) in free association with New Zealand"
"CR";"presidential republic"
"CI";"presidential republic"
"HR";"parliamentary republic"
"CU";"communist state"
"CW";"parliamentary democracy"
"CY";"Republic of Cyprus - presidential democracy; Turkish Republic of Northern Cyprus (self-declared) - semi-presidential democracy
note: a separation of the two main ethnic communities inhabiting the island began following the outbreak of communal strife in 1963; this separation was further solidified when a Greek military-junta-supported coup attempt prompted the Turkish intervention in July 1974 that gave the Turkish Cypriots de facto control in the north; Greek Cypriots control the only internationally recognized government on the island; on 15 November 1983, then Turkish Cypriot "President" Rauf DENKTAS declared independence and the formation of a "Turkish Republic of Northern Cyprus" ("TRNC"), which is recognized only by Turkey"
"CZ";"parliamentary republic"
"DK";"parliamentary constitutional monarchy"
"DJ";"semi-presidential republic"
"DM";"parliamentary republic"
"DO";"presidential republic"
"EC";"presidential republic"
"EG";"presidential republic"
"SV";"presidential republic"
"GQ";"presidential republic"
"ER";"presidential republic"
"EE";"parliamentary republic"
"ET";"federal parliamentary republic"
"FK";"parliamentary democracy (Legislative Assembly); self-governing overseas territory of the UK"
"FO";"parliamentary democracy (Faroese Parliament); part of the Kingdom of Denmark"
"FJ";"parliamentary republic"
"FI";"parliamentary republic"
"FR";"semi-presidential republic"
"GF";"99999999999998"
"PF";"parliamentary democracy (Assembly of French Polynesia); an overseas collectivity of France"
"TF";"99999999999998"
"GA";"presidential republic"
"GM";"presidential republic"
"GE";"semi-presidential republic"
"DE";"federal parliamentary republic"
"GH";"presidential republic"
"GI";"parliamentary democracy (Parliament); self-governing overseas territory of the UK"
"GR";"parliamentary republic"
"GL";"parliamentary democracy (Parliament of Greenland or Inatsisartut)"
"GD";"parliamentary democracy (Parliament); a Commonwealth realm"
"GP";"99999999999998"
"GU";"presidential democracy; a self-governing unincorporated territory of the US"
"GT";"presidential republic"
"GG";"parliamentary democracy (States of Deliberation); a Crown dependency of the UK"
"GN";"presidential republic"
"GW";"semi-presidential republic"
"GY";"parliamentary republic"
"HT";"semi-presidential republic"
"HM";"99999999999998"
"VA";"ecclesiastical elective monarchy; self-described as an "absolute monarchy""
"HN";"presidential republic"
"HK";"99999999999998"
"HU";"parliamentary republic"
"IS";"parliamentary republic"
"IN";"federal parliamentary republic"
"ID";"presidential republic"
"IR";"99999999999998"
"IQ";"federal parliamentary republic"
"IE";"parliamentary republic"
"IM";"parliamentary democracy (Tynwald); a Crown dependency of the UK"
"IL";"parliamentary democracy"
"IT";"parliamentary republic"
"JM";"parliamentary democracy (Parliament) under a constitutional monarchy; a Commonwealth realm"
"JP";"parliamentary constitutional monarchy"
"JE";"parliamentary democracy (Assembly of the States of Jersey); a Crown dependency of the UK"
"JO";"parliamentary constitutional monarchy"
"KZ";"presidential republic"
"KE";"presidential republic"
"KI";"presidential republic"
"KP";"single-party state; official state ideology of "Juche" or "national self-reliance"
"KR";"presidential republic"
"KW";"constitutional monarchy"
"KG";"parliamentary republic"
"LA";"communist state"
"LV";"parliamentary republic"
"LB";"parliamentary republic"
"LS";"parliamentary constitutional monarchy"
"LR";"presidential republic"
"LY";"in transition"
"LI";"constitutional monarchy"
"LT";"semi-presidential republic"
"LU";"constitutional monarchy"
"MO";"99999999999998"
"MK";"parliamentary republic"
"MG";"semi-presidential republic"
"MW";"presidential republic"
"MY";"federal parliamentary constitutional monarchy
note: all Peninsular Malaysian states have hereditary rulers (commonly referred to as sultans) except Melaka (Malacca) and Pulau Pinang (Penang); those two states along with Sabah and Sarawak in East Malaysia have governors appointed by government; powers of state governments are limited by federal constitution; under terms of federation, Sabah and Sarawak retain certain constitutional prerogatives (e.g., right to maintain their own immigration controls)"
"MV";"presidential republic"
"ML";"semi-presidential republic"
"MT";"parliamentary republic"
"MH";"presidential republic in free association with the US"
"MQ";"99999999999998"
"MR";"presidential republic"
"MU";"parliamentary republic"
"YT";"99999999999998"
"MX";"federal presidential republic"
"FM";"federal republic in free association with the US"
"MD";"parliamentary republic"
"MC";"constitutional monarchy"
"MN";"semi-presidential republic"
"ME";"parliamentary republic"
"MS";"parliamentary democracy (Legislative Council); self-governing overseas territory of the UK"
"MA";"parliamentary constitutional monarchy"
"MZ";"presidential republic"
"MM";"parliamentary republic"
"NA";"presidential republic"
"NR";"parliamentary republic"
"NP";"federal parliamentary republic"
"NL";"parliamentary constitutional monarchy; part of the Kingdom of the Netherlands"
"NC";"parliamentary democracy (Territorial Congress); an overseas collectivity of France"
"NZ";"parliamentary democracy (New Zealand Parliament) under a constitutional monarchy; a Commonwealth realm"
"NI";"presidential republic"
"NE";"semi-presidential republic"
"NG";"federal presidential republic"
"NU";"self-governing parliamentary democracy (Fouo Ekepule) in free association with New Zealand"
"NF";"non-self-governing overseas territory of Australia; note - the Norfolk Island Regional Council, which began operations 1 July 2016, is responsible for planning and managing a variety of public services, including those funded by the Government of Australia"
"MP";"presidential democracy; a commonwealth in political union with the US"
"NO";"parliamentary constitutional monarchy"
"OM";"absolute monarchy"
"PK";"federal parliamentary republic"
"PW";"presidential republic in free association with the US"
"PS";"99999999999998"
"PA";"presidential republic"
"PG";"parliamentary democracy (National Parliament) under a constitutional monarchy; a Commonwealth realm"
"PY";"presidential republic"
"PE";"presidential republic"
"PH";"presidential republic"
"PN";"parliamentary democracy (Island Council); overseas territory of the UK"
"PL";"parliamentary republic"
"PT";"semi-presidential republic"
"PR";"presidential democracy; a self-governing commonwealth in political association with the US"
"QA";"absolute monarchy"
"RE";"99999999999998"
"RO";"semi-presidential republic"
"RU";"semi-presidential federation"
"RW";"presidential republic"
"BL";"99999999999998"
"SH";"parliamentary democracy (Legislative Council); limited self-governing overseas territory of the UK"
"KN";"federal parliamentary democracy (National Assembly) under a constitutional monarchy; a Commonwealth realm"
"LC";"parliamentary democracy (Parliament) under a constitutional monarchy; a Commonwealth realm"
"MF";"99999999999998"
"PM";"parliamentary democracy (Territorial Council); overseas collectivity of France"
"VC";"parliamentary democracy (House of Assembly) under a constitutional monarchy; a Commonwealth realm"
"WS";"parliamentary republic"
"SM";"parliamentary republic"
"ST";"semi-presidential republic"
"SA";"absolute monarchy"
"SN";"presidential republic"
"RS";"parliamentary republic"
"SC";"presidential republic"
"SL";"presidential republic"
"SG";"parliamentary republic"
"SX";"parliamentary democracy (Estates of Sint Maarten) under a constitutional monarchy"
"SK";"parliamentary republic"
"SI";"parliamentary republic"
"SB";"parliamentary democracy (National Parliament) under a constitutional monarchy; a Commonwealth realm"
"SO";"federal parliamentary republic"
"ZA";"parliamentary republic"
"GS";"99999999999998"
"SS";"presidential republic"
"ES";"parliamentary constitutional monarchy"
"LK";"presidential republic"
"SD";"presidential republic"
"SR";"presidential republic"
"SJ";"non-self-governing territory of Norway"
"SZ";"absolute monarchy"
"SE";"parliamentary constitutional monarchy"
"CH";"federal republic (formally a confederation)"
"SY";"presidential republic; highly authoritarian regime"
"TW";"semi-presidential republic"
"TJ";"presidential republic"
"TZ";"presidential republic"
"TH";"constitutional monarchy; note - interim military-affiliated government since May 2014"
"TL";"semi-presidential republic"
"TG";"presidential republic"
"TK";"parliamentary democratic dependency (General Fono); a territory of New Zealand"
"TO";"constitutional monarchy"
"TT";"parliamentary republic"
"TN";"parliamentary republic"
"TR";"parliamentary republic"
"TM";"presidential republic; authoritarian"
"TC";"parliamentary democracy (House of Assembly); self-governing overseas territory of the UK"
"TV";"parliamentary democracy (House of Assembly) under a constitutional monarchy; a Commonwealth realm"
"UG";"presidential republic"
"UA";"semi-presidential republic"
"AE";"federation of monarchies"
"GB";"parliamentary constitutional monarchy; a Commonwealth realm"
"UM";"99999999999998"
"US";"constitutional federal republic"
"UY";"presidential republic"
"UZ";"presidential republic; highly authoritarian"
"VU";"parliamentary republic"
"VE";"federal presidential republic"
"VN";"communist state"
"VG";"parliamentary democracy (House of Assembly); self-governing overseas territory of the UK"
"VI";"presidential democracy; a self-governing territory of the US"
"WF";"parliamentary democracy (Territorial Assembly); overseas collectivity of France"
"EH";"legal status of territory and issue of sovereignty unresolved - territory contested by Morocco and Polisario Front (Popular Front for the Liberation of the Saguia el Hamra and Rio de Oro), which in February 1976 formally proclaimed a government-in-exile of the Sahrawi Arab Democratic Republic (SADR), near Tindouf, Algeria, was led by President Mohamed ABDELAZIZ until his death in May 2016; current President Brahim GHALI elected in July 2016; territory partitioned between Morocco and Mauritania in April 1976 when Spain withdrew, with Morocco acquiring northern two-thirds; Mauritania, under pressure from Polisario guerrillas, abandoned all claims to its portion in August 1979; Morocco moved to occupy that sector shortly thereafter and has since asserted administrative control; the Polisario's government-in-exile was seated as an Organization of African Unity (OAU) member in 1984 - Morocco between 1980 and 1987 built a fortified sand berm delineating the roughly 80 percent of Western Sahara west of the barrier that currently is controlled by Morocco; guerrilla activities continued sporadically until a UN-monitored cease-fire was implemented on 6 September 1991 (Security Council Resolution 690) by the United Nations Mission for the Referendum in Western Sahara (MINURSO)"
"YE";"in transition"
"ZM";"presidential republic"
"ZW";"semi-presidential republic"
